"locator_domain","page_url","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Yonkers Central Park Ave","2250 Central Park Ave","Yonkers","NY","10710","US","44017","(914) 961-6600","Wingstop","40.9746312","-73.832711","Fri 11:00-23:45 Sat 11:00-23:45 Sun 11:00-23:45 Mon 11:00-23:45 Tue 11:00-23:45 Wed 11:00-23:45 Thu 11:00-23:45 Fri 11:00-23:45"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Watchung US Highway 22","1680 Route 22 East","Watchung","NJ","07069","US","62101","(908) 668-9464","Wingstop","40.647237","-74.407614","Fri 11:00-23:45 Sat 11:00-23:45 Sun 11:00-23:30 Mon 11:00-23:45 Tue 11:00-23:45 Wed 11:00-23:45 Thu 11:00-23:45 Fri 11:00-23:45"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Freeport W. Sunrise Hwy","129 W. Sunrise HWY","Freeport","NY","11520","US","75180","(516) 962-3572","Wingstop","40.6560498","-73.5872211","Fri 11:00-midnight Sat 11:00-midnight Sun 11:00-midnight Mon 11:00-midnight Tue 11:00-midnight Wed 11:00-midnight Thu 11:00-midnight Fri 11:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Edison Lincoln Highway","2132 Lincoln Hwy","Edison","NJ","08817","US","59531","(732) 902-2000","Wingstop","40.5276135","-74.385164","Fri 11:00-midnight Sat 11:00-midnight Sun 11:00-midnight Mon 11:00-midnight Tue 11:00-midnight Wed 11:00-midnight Thu 11:00-midnight Fri 11:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Port Chester Abendroth Ave","110 Abendroth Ave","Port Chester","NY","10573","US","31209","(914) 939-0200","Wingstop","41.0005343","-73.6627956","Fri 11:00-midnight Sat 11:00-midnight Sun 11:00-midnight Mon 11:00-midnight Tue 11:00-midnight Wed 11:00-midnight Thu 11:00-midnight Fri 11:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop North Brunswick Shoppes Blvd.","789 Shoppes Blvd","North Brunswick","NJ","08902","US","17203","(732) 640-2000","Wingstop","40.4600811","-74.4567425","Fri 11:00-midnight Sat 11:00-midnight Sun 11:00-23:00 Mon 11:00-23:00 Tue 11:00-23:00 Wed 11:00-23:00 Thu 11:00-23:00 Fri 11:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Wharton State Route 15","321 NJ Route 15,","Wharton","NJ","07885","US","34478","(973) 282-9464","Wingstop","40.9062687","-74.569417","Fri 11:00-23:00 Sat 11:00-23:00 Sun 11:00-23:00 Mon 11:00-23:00 Tue 11:00-23:00 Wed 11:00-23:00 Thu 11:00-23:00 Fri 11:00-23:00"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop North Babylon Deer Park Ave","1209 Deer Park Ave","North Babylon","NY","11703","US","65656","(631) 940-7693","Wingstop","40.7370273","-73.3197697","Fri 11:00-midnight Sat 11:00-midnight Sun 11:00-midnight Mon 11:00-midnight Tue 11:00-midnight Wed 11:00-midnight Thu 11:00-midnight Fri 11:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Middletown Route 211 E","400 Route 211 E Ste 21","Middletown","NY","10940","US","75518","(845) 789-2319","Wingstop","41.454431","-74.3870392","Fri 11:00-23:00 Sat 11:00-23:00 Sun 11:00-22:00 Mon 11:00-22:00 Tue 11:00-22:00 Wed 11:00-22:00 Thu 11:00-22:00 Fri 11:00-23:00"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles [USC] Exposition Blvd & Figueroa St.","3584 S. Figueroa St.","Los Angeles","CA","90007","US","36187","(213) 745-9464","Wingstop","34.0185693","-118.2816684","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles Central Ave","5857 S Central Ave Ste 170","Los Angeles","CA","90011","US","9182","(323) 846-9464","Wingstop","33.9881308","-118.2575274","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles Western Ave","1075 N Western Ave Ste 107","Los Angeles","CA","90029","US","9152","(323) 464-9464","Wingstop","34.0903911","-118.3097105","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles Whittier Blvd","5049 Whittier Blvd","Los Angeles","CA","90022","US","8898","(323) 264-9464","Wingstop","34.0213081","-118.1605751","Fri 10:00-midnight Sat 10:00-midnight Sun 10:00-midnight Mon 10:00-midnight Tue 10:00-midnight Wed 10:00-midnight Thu 10:00-midnight Fri 10:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Walnut Park","2124 E Florence Ave","Walnut Park","CA","90255","US","8958","(323) 581-9466","Wingstop","33.9740002","-118.2328261","Fri 10:00-midnight Sat 10:00-midnight Sun 10:00-midnight Mon 10:00-midnight Tue 10:00-midnight Wed 10:00-midnight Thu 10:00-midnight Fri 10:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles Venice Blvd","4725 Venice Blvd","Los Angeles","CA","90019","US","9268","(323) 634-9460","Wingstop","34.0471431","-118.3399196","Fri 10:00-midnight Sat 10:00-midnight Sun 10:00-midnight Mon 10:00-midnight Tue 10:00-midnight Wed 10:00-midnight Thu 10:00-midnight Fri 10:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Maywood Slauson Ave","4442 Slauson Ave","Maywood","CA","90270","US","65109","(323) 773-9464","Wingstop","33.9872025","-118.18645","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles W. Slauson","1754 W Slauson Ave Ste A","Los Angeles","CA","90047","US","8991","(323) 293-9464","Wingstop","33.9887498","-118.3084318","Fri 10:30-22:30 Sat 10:30-22:30 Sun 10:30-22:30 Mon 10:30-22:30 Tue 10:30-22:30 Wed 10:30-22:30 Thu 10:30-22:30 Fri 10:30-22:30"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles Crenshaw Blvd","3825 Crenshaw Blvd Ste 104","Los Angeles","CA","90008","US","8914","(323) 296-9464","Wingstop","34.0170144","-118.3356476","Fri 11:00-23:30 Sat 11:00-23:30 Sun 11:00-22:30 Mon 11:00-22:30 Tue 11:00-22:30 Wed 11:00-22:30 Thu 11:00-22:30 Fri 11:00-23:30"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Glendale Glendale Ave.","245 S Glendale Ave Unit B","Glendale","CA","91205","US","9300","(818) 265-9464","Wingstop","34.1431813","-118.2495102","Fri 11:00-midnight Sat 11:00-midnight Sun 11:00-midnight Mon 11:00-midnight Tue 11:00-midnight Wed 11:00-midnight Thu 11:00-midnight Fri 11:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles Vermont","8330 S Vermont Ave","Los Angeles","CA","90044","US","9035","(323) 778-9464","Wingstop","33.9626279","-118.2913216","Fri 10:30-22:30 Sat 10:30-22:30 Sun 10:30-22:30 Mon 10:30-22:30 Tue 10:30-22:30 Wed 10:30-22:30 Thu 10:30-22:30 Fri 10:30-22:30"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Bell Gardens","6810 Eastern Ave Ste J","Bell Gardens","CA","90201","US","8831","(323) 771-9464","Wingstop","33.9707194","-118.1632781","Fri 10:00-midnight Sat 10:00-midnight Sun 10:00-midnight Mon 10:00-midnight Tue 10:00-midnight Wed 10:00-midnight Thu 10:00-midnight Fri 10:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Alhambra E. Main","100 E. Main St., Ste 150","Alhambra","CA","91801","US","27357","(626) 282-9464","Wingstop","34.0952247","-118.1261204","Fri 10:30-23:45 Sat 10:30-23:45 Sun 10:30-23:45 Mon 10:30-23:45 Tue 10:30-23:45 Wed 10:30-23:45 Thu 10:30-23:45 Fri 10:30-23:45"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles Century & S. Central Ave","10007 S. Central Ave","Los Angeles","CA","90002","US","65328","(323) 567-9464","Wingstop","33.9453919","-118.254152","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop South Gate - Azalea Plaza","4813 Firestone Blvd","South Gate","CA","90280","US","9461","(323) 566-9464","Wingstop","33.952658","-118.1837132","Fri 10:00-midnight Sat 10:00-midnight Sun 10:00-midnight Mon 10:00-midnight Tue 10:00-midnight Wed 10:00-midnight Thu 10:00-midnight Fri 10:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Inglewood Manchester","2323 W Manchester Rd","Inglewood","CA","90305","US","9134","(323) 750-9464","Wingstop","33.9603222","-118.3194045","Fri 10:30-22:00 Sat 10:30-22:00 Sun 10:30-22:30 Mon 10:30-22:00 Tue 10:30-22:00 Wed 10:30-22:00 Thu 10:30-22:00 Fri 10:30-22:00"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Lynwood Long Beach Blvd","10910 Long Beach Blvd","Lynwood","CA","90262","US","8875","(310) 762-9333","Wingstop","33.9339172","-118.2120456","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles Imperial Hwy & S Figueroa St.","11315 S Figueroa St Ste 110","Los Angeles","CA","90061","US","9079","(323) 754-9464","Wingstop","33.931801","-118.2830386","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles ""Culver City"" Venice Blvd.","8985 Venice Blvd #C-1C","Los Angeles","CA","90034","US","9307","(310) 558-9464","Wingstop","34.0270103","-118.3934383","Fri 11:00-23:30 Sat 11:00-23:30 Sun 11:00-22:30 Mon 11:00-22:30 Tue 11:00-22:30 Wed 11:00-22:30 Thu 11:00-22:30 Fri 11:00-23:30"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Inglewood Century","3551 W Century Blvd Ste 103","Inglewood","CA","90303","US","8730","(310) 672-9200","Wingstop","33.9455454","-118.333429","Fri 10:30-23:45 Sat 10:30-23:45 Sun 10:30-22:45 Mon 10:30-22:45 Tue 10:30-22:45 Wed 10:30-22:45 Thu 10:30-22:45 Fri 10:30-23:45"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles La Tijera","6909 La Tijera Blvd","Los Angeles","CA","90045","US","8932","(310) 670-9464","Wingstop","33.9763034","-118.3737405","Fri 10:30-23:30 Sat 10:30-23:30 Sun 10:30-22:30 Mon 10:30-22:30 Tue 10:30-22:30 Wed 10:30-22:30 Thu 10:30-22:30 Fri 10:30-23:30"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Pico Rivera","8945 1/2 Washington Blvd","Pico Rivera","CA","90660","US","9044","(562) 949-0159","Wingstop","33.9843632","-118.0966281","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Pasadena Colorado Blvd","1709 E. Colorado Blvd","Pasadena","CA","91106","US","23611","(626) 578-9464","Wingstop","34.1462757","-118.115171","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Rosemead Rosemead Blvd.","3612 Rosemead Blvd","Rosemead","CA","91770","US","9085","(626) 288-8634","Wingstop","34.0744367","-118.0721929","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Pasadena N Lake Ave","1279 N Lake Ave","Pasadena","CA","91104","US","9200","(626) 798-2800","Wingstop","34.1677174","-118.1331948","Fri 11:00-midnight Sat 11:00-midnight Sun 11:00-midnight Mon 11:00-midnight Tue 11:00-midnight Wed 11:00-midnight Thu 11:00-midnight Fri 11:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Burbank San Fernando Blvd","928 N San Fernando Blvd Ste A1","Burbank","CA","91504","US","9067","(818) 846-9464","Wingstop","34.1878671","-118.3165312","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Downey","8558 Firestone Blvd","Downey","CA","90241","US","9177","(562) 923-2222","Wingstop","33.937245","-118.1284913","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Compton Rosecrans","2215 W Rosecrans Ave Ste 14-A","Compton","CA","90222","US","9264","(310) 763-3552","Wingstop","33.902989","-118.2555949","Fri 10:00-midnight Sat 10:00-midnight Sun 10:00-midnight Mon 10:00-midnight Tue 10:00-midnight Wed 10:00-midnight Thu 10:00-midnight Fri 10:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Hawthorne","11540 Hawthorne Blvd, Ste C","Hawthorne","CA","90250","US","32821","(310) 676-9464","Wingstop","33.9295892","-118.3520087","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop La Canada Flintridge Verdugo Blvd.","1975 Verdugo Blvd Ste 3","La Canada-Flintridge","CA","91011","US","9086","(818) 248-9464","Wingstop","34.205424","-118.2200417","Fri 11:00-midnight Sat 11:00-midnight Sun 11:00-23:00 Mon 11:00-23:00 Tue 11:00-23:00 Wed 11:00-23:00 Thu 11:00-23:00 Fri 11:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Gardena","2201 W Rosecrans Ave","Gardena","CA","90249","US","9102","(310) 324-3444","Wingstop","33.9024052","-118.318025","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles S. Centinela Ave","4040 S. Centinela Ave","Los Angeles","CA","90066","US","59532","(310) 391-9464","Wingstop","33.998695","-118.4285243","Fri 11:00-midnight Sat 11:00-midnight Sun 11:00-midnight Mon 11:00-midnight Tue 11:00-midnight Wed 11:00-midnight Thu 11:00-midnight Fri 11:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Whittier Beverly Blvd","10722 Beverly Blvd Ste B & C","Whittier","CA","90601","US","17674","(562) 699-9464","Wingstop","33.998877","-118.056337","Fri 11:00-midnight Sat 11:00-midnight Sun 11:00-midnight Mon 11:00-midnight Tue 11:00-midnight Wed 11:00-midnight Thu 11:00-midnight Fri 11:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop El Monte Valley Blvd","10619 Valley Blvd.","El Monte","CA","91731","US","26499","(626) 416-5732","Wingstop","34.0774129","-118.0398785","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Compton Alameda","1641 S Alameda St Ste 102","Compton","CA","90220","US","9263","(310) 763-9464","Wingstop","33.8787456","-118.2181431","Fri 10:00-midnight Sat 10:00-midnight Sun 10:00-midnight Mon 10:00-midnight Tue 10:00-midnight Wed 10:00-midnight Thu 10:00-midnight Fri 10:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop South El Monte Thienes Ave","11335 Thienes Ave Unit 1-A","South El Monte","CA","91733","US","9471","(626) 401-2801","Wingstop","34.0428139","-118.0316623","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Bellflower","14307 Bellflower Blvd","Bellflower","CA","90706","US","9233","(562) 920-2707","Wingstop","33.9015792","-118.1256065","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Lawndale","15211 Hawthorne Blvd","Lawndale","CA","90260","US","8945","(310) 644-9464","Wingstop","33.8930295","-118.3531232","Fri 11:00-midnight Sat 11:00-midnight Sun 11:00-midnight Mon 11:00-midnight Tue 11:00-midnight Wed 11:00-midnight Thu 11:00-midnight Fri 11:00-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Los Angeles Santa Monica Blvd.","12241 Santa Monica Blvd","Los Angeles","CA","90025","US","9296","(310) 826-3040","Wingstop","34.0400082","-118.4655319","Fri 11:00-23:00 Sat 11:00-23:00 Sun 11:00-23:00 Mon 11:00-23:00 Tue 11:00-23:00 Wed 11:00-23:00 Thu 11:00-23:00 Fri 11:00-23:00"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Long Beach Paramount","6792 Cherry Ave","Long Beach","CA","90805","US","9045","(562) 630-9464","Wingstop","33.8769405","-118.1675516","Fri 10:30-midnight Sat 10:30-midnight Sun 10:30-midnight Mon 10:30-midnight Tue 10:30-midnight Wed 10:30-midnight Thu 10:30-midnight Fri 10:30-midnight"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Torrance Crenshaw","17419 Crenshaw Blvd","Torrance","CA","90504","US","9027","(310) 516-1700","Wingstop","33.8720279","-118.3267664","Fri 10:30-22:45 Sat 10:30-22:45 Sun 10:30-22:45 Mon 10:30-22:45 Tue 10:30-22:45 Wed 10:30-22:45 Thu 10:30-22:45 Fri 10:30-22:45"
"https://www.wingstop.com","https://www.wingstop.com/order","Wingstop Whittier Santa Fe Springs","13345 Telegraph Rd Ste M","Whittier","CA","90605","US","9060","(562) 777-9464","Wingstop","33.9413079","-118.047079","Fri 11:00-midnight Sat 11:00-midnight Sun 11:00-midnight Mon 11:00-midnight Tue 11:00-midnight Wed 11:00-midnight Thu 11:00-midnight Fri 11:00-midnight"
